locationid,zone,aisle,bay
283169,I,24,8
283170,I,25,1
283171,I,25,2
283172,I,25,3
283173,I,25,4
283174,I,25,5
283175,I,25,6
283176,I,25,7
283177,I,25,8
283178,I,26,1
283179,I,26,3
283180,I,26,5
283181,I,26,7
194166,I,3,1
194175,I,3,10
194176,I,3,11
194177,I,3,12
194178,I,3,13
194179,I,3,14
194180,I,3,15
194181,I,3,16
194182,I,3,17
194183,I,3,18
194184,I,3,19
194167,I,3,2
194185,I,3,20
194186,I,3,21
194187,I,3,22
194188,I,3,23
194189,I,3,24
194190,I,3,25
194191,I,3,26
194192,I,3,27
194193,I,3,28
194194,I,3,29
194168,I,3,3
194195,I,3,30
194196,I,3,31
194197,I,3,32
194198,I,3,33
194199,I,3,34
194200,I,3,35
194201,I,3,36
194202,I,3,37
194203,I,3,38
194204,I,3,39
194169,I,3,4
194205,I,3,40
194206,I,3,41
194207,I,3,42
194208,I,3,43
194209,I,3,44
194210,I,3,45
194211,I,3,46
194212,I,3,47
194213,I,3,48
194214,I,3,49
194170,I,3,5
194215,I,3,50
194216,I,3,51
194217,I,3,52
194218,I,3,53
194219,I,3,54
194220,I,3,55
194221,I,3,56
194222,I,3,57
194223,I,3,58
194224,I,3,59
194171,I,3,6
194225,I,3,60
194226,I,3,61
194227,I,3,62
194228,I,3,63
194229,I,3,64
194230,I,3,65
194231,I,3,66
194232,I,3,67
194233,I,3,68
194172,I,3,7
194173,I,3,8
194174,I,3,9
193719,I,4,1
193728,I,4,10
193729,I,4,11
193730,I,4,12
193731,I,4,13
193732,I,4,14
193733,I,4,15
193734,I,4,16
193735,I,4,17
193736,I,4,18
193737,I,4,19
193720,I,4,2
193738,I,4,20
193739,I,4,21
193740,I,4,22
193741,I,4,23
193742,I,4,24
193743,I,4,25
193744,I,4,26
193745,I,4,27
193746,I,4,28
193747,I,4,29
193721,I,4,3
193748,I,4,30
193749,I,4,31
193750,I,4,32
193751,I,4,33
193752,I,4,34
193753,I,4,35
193754,I,4,36
193755,I,4,37
193756,I,4,38
193757,I,4,39
193722,I,4,4
193758,I,4,40
193759,I,4,41
193760,I,4,42
193761,I,4,43
193762,I,4,44
193763,I,4,45
193764,I,4,46
193765,I,4,47
193766,I,4,48
193767,I,4,49
193723,I,4,5
193768,I,4,50
193769,I,4,51
193770,I,4,52
193771,I,4,53
193772,I,4,54
193773,I,4,55
193774,I,4,56
193775,I,4,57
193776,I,4,58
193777,I,4,59
193724,I,4,6
193778,I,4,60
193779,I,4,61
193780,I,4,62
193781,I,4,63
193782,I,4,64
193783,I,4,65
193784,I,4,66
193785,I,4,67
193786,I,4,68
193725,I,4,7
193726,I,4,8
193727,I,4,9
193651,I,5,1
193660,I,5,10
193661,I,5,11
193662,I,5,12
193663,I,5,13
193664,I,5,14
193665,I,5,15
193666,I,5,16
193667,I,5,17
193668,I,5,18
193669,I,5,19
193652,I,5,2
193670,I,5,20
193671,I,5,21
193672,I,5,22
193673,I,5,23
193674,I,5,24
193675,I,5,25
193676,I,5,26
193677,I,5,27
193678,I,5,28
193679,I,5,29
193653,I,5,3
193680,I,5,30
193681,I,5,31
193682,I,5,32
193683,I,5,33
193684,I,5,34
193685,I,5,35
193686,I,5,36
193687,I,5,37
193688,I,5,38
193689,I,5,39
193654,I,5,4
193690,I,5,40
193691,I,5,41
193692,I,5,42
193693,I,5,43
193694,I,5,44
193695,I,5,45
193696,I,5,46
193697,I,5,47
193698,I,5,48
193699,I,5,49
193655,I,5,5
193700,I,5,50
193701,I,5,51
193702,I,5,52
193703,I,5,53
193704,I,5,54
193705,I,5,55
193706,I,5,56
193707,I,5,57
193708,I,5,58
193709,I,5,59
193656,I,5,6
193710,I,5,60
193711,I,5,61
193712,I,5,62
193713,I,5,63
193714,I,5,64
193715,I,5,65
193716,I,5,66
193717,I,5,67
193718,I,5,68
193657,I,5,7
193658,I,5,8
193659,I,5,9
193583,I,6,1
193592,I,6,10
193593,I,6,11
193594,I,6,12
193595,I,6,13
193596,I,6,14
193597,I,6,15
193598,I,6,16
193599,I,6,17
193600,I,6,18
193601,I,6,19
193584,I,6,2
193602,I,6,20
193603,I,6,21
193604,I,6,22
193605,I,6,23
193606,I,6,24
193607,I,6,25
193608,I,6,26
193609,I,6,27
193610,I,6,28
193611,I,6,29
193585,I,6,3
193612,I,6,30
193613,I,6,31
193614,I,6,32
193615,I,6,33
193616,I,6,34
193617,I,6,35
193618,I,6,36
193619,I,6,37
193620,I,6,38
193621,I,6,39
193586,I,6,4
193622,I,6,40
193623,I,6,41
193624,I,6,42
193625,I,6,43
193626,I,6,44
193627,I,6,45
193628,I,6,46
193629,I,6,47
193630,I,6,48
193631,I,6,49
193587,I,6,5
193632,I,6,50
193633,I,6,51
193634,I,6,52
193635,I,6,53
193636,I,6,54
193637,I,6,55
193638,I,6,56
193639,I,6,57
193640,I,6,58
193641,I,6,59
193588,I,6,6
193642,I,6,60
193643,I,6,61
193644,I,6,62
193645,I,6,63
193646,I,6,64
193647,I,6,65
193648,I,6,66
193649,I,6,67
193650,I,6,68
193589,I,6,7
193590,I,6,8
193591,I,6,9
295979,I,66,66
193515,I,7,1
193524,I,7,10
193525,I,7,11
193526,I,7,12
193527,I,7,13
193528,I,7,14
193529,I,7,15
193530,I,7,16
193531,I,7,17
193532,I,7,18
193533,I,7,19
193516,I,7,2
193534,I,7,20
193535,I,7,21
193536,I,7,22
193537,I,7,23
193538,I,7,24
193539,I,7,25
193540,I,7,26
193541,I,7,27
193542,I,7,28
193543,I,7,29
193517,I,7,3
193544,I,7,30
193545,I,7,31
193546,I,7,32
193547,I,7,33
193548,I,7,34
193549,I,7,35
193550,I,7,36
193551,I,7,37
193552,I,7,38
193553,I,7,39
193518,I,7,4
193554,I,7,40
193555,I,7,41
193556,I,7,42
193557,I,7,43
193558,I,7,44
193559,I,7,45
193560,I,7,46
193561,I,7,47
193562,I,7,48
193563,I,7,49
193519,I,7,5
193564,I,7,50
193565,I,7,51
193566,I,7,52
193567,I,7,53
193568,I,7,54
193569,I,7,55
193570,I,7,56
193571,I,7,57
193572,I,7,58
193573,I,7,59
193520,I,7,6
193574,I,7,60
193575,I,7,61
193576,I,7,62
193577,I,7,63
193578,I,7,64
193579,I,7,65
193580,I,7,66
193581,I,7,67
193582,I,7,68
193521,I,7,7
193522,I,7,8
193523,I,7,9
193447,I,8,1
193456,I,8,10
193457,I,8,11
193458,I,8,12
193459,I,8,13
193460,I,8,14
193461,I,8,15
193462,I,8,16
193463,I,8,17
193464,I,8,18
193465,I,8,19
193448,I,8,2
193466,I,8,20
193467,I,8,21
193468,I,8,22
193469,I,8,23
193470,I,8,24
193471,I,8,25
193472,I,8,26
193473,I,8,27
193474,I,8,28
193475,I,8,29
193449,I,8,3
193476,I,8,30
193477,I,8,31
193478,I,8,32
193479,I,8,33
193480,I,8,34
193481,I,8,35
193482,I,8,36
193483,I,8,37
193484,I,8,38
193485,I,8,39
193450,I,8,4
193486,I,8,40
193487,I,8,41
193488,I,8,42
193489,I,8,43
193490,I,8,44
193491,I,8,45
193492,I,8,46
193493,I,8,47
193494,I,8,48
193495,I,8,49
193451,I,8,5
193496,I,8,50
193497,I,8,51
193498,I,8,52
193499,I,8,53
193500,I,8,54
193501,I,8,55
193502,I,8,56
193503,I,8,57
193504,I,8,58
193505,I,8,59
193452,I,8,6
193506,I,8,60
193507,I,8,61
193508,I,8,62
193509,I,8,63
193510,I,8,64
193511,I,8,65
193512,I,8,66
193513,I,8,67
193514,I,8,68
193453,I,8,7
193454,I,8,8
193455,I,8,9
193379,I,9,1
193388,I,9,10
193389,I,9,11
193390,I,9,12
193391,I,9,13
193392,I,9,14
193393,I,9,15
193394,I,9,16
193395,I,9,17
193396,I,9,18
193397,I,9,19
193380,I,9,2
193398,I,9,20
193399,I,9,21
193400,I,9,22
193401,I,9,23
193402,I,9,24
193403,I,9,25
193404,I,9,26
193405,I,9,27
193406,I,9,28
193407,I,9,29
193381,I,9,3
193408,I,9,30
193409,I,9,31
193410,I,9,32
193411,I,9,33
193412,I,9,34
193413,I,9,35
193414,I,9,36
193415,I,9,37
193416,I,9,38
193417,I,9,39
193382,I,9,4
193418,I,9,40
193419,I,9,41
193420,I,9,42
193421,I,9,43
193422,I,9,44
193423,I,9,45
193424,I,9,46
193425,I,9,47
193426,I,9,48
193427,I,9,49
193383,I,9,5
193428,I,9,50
193429,I,9,51
193430,I,9,52
193431,I,9,53
193432,I,9,54
193433,I,9,55
193434,I,9,56
193435,I,9,57
193436,I,9,58
193437,I,9,59
193384,I,9,6
193438,I,9,60
193439,I,9,61
193440,I,9,62
193441,I,9,63
193442,I,9,64
193443,I,9,65
193444,I,9,66
193445,I,9,67
193446,I,9,68
193385,I,9,7
193386,I,9,8
193387,I,9,9
353602,INC,5,4
276360,IP,0,1
276534,IP,0,5
234295,IP,1,1
234304,IP,1,10
234305,IP,1,11
234306,IP,1,12
234296,IP,1,2
234297,IP,1,3
234298,IP,1,4
234299,IP,1,5
234300,IP,1,6
234301,IP,1,7
234302,IP,1,8
234303,IP,1,9
234307,IP,2,1
234316,IP,2,10
234317,IP,2,11
234318,IP,2,12
234308,IP,2,2
234309,IP,2,3
234310,IP,2,4
234311,IP,2,5
234312,IP,2,6
234313,IP,2,7
234314,IP,2,8
234315,IP,2,9
234319,IP,3,1
234328,IP,3,10
234329,IP,3,11
234330,IP,3,12
234320,IP,3,2
234321,IP,3,3
234322,IP,3,4
234323,IP,3,5
234324,IP,3,6
234325,IP,3,7
234326,IP,3,8
234327,IP,3,9
276358,IP,4,1
276359,IP,4,2
276596,IP,4,3
276535,IP,4,4
276536,IP,4,5
276357,IP,5,1
276537,IP,5,5
276750,IP,6,1
276356,IP,6,2
276597,IP,6,3
276538,IP,6,4
276354,IP,7,1
276355,IP,7,2
276598,IP,7,3
276539,IP,7,4
276540,IP,7,5
276352,IP,8,1
276353,IP,8,2
276599,IP,8,3
276541,IP,8,4
276542,IP,8,5
276350,IP,9,1
276351,IP,9,2
276600,IP,9,3
276543,IP,9,4
276544,IP,9,5
199575,J,0,1
182975,J,0,10
199580,J,0,11
182976,J,0,12
199581,J,0,13
182977,J,0,14
199582,J,0,15
182978,J,0,16
199583,J,0,17
182979,J,0,18
199584,J,0,19
182971,J,0,2
182980,J,0,20
199585,J,0,21
182981,J,0,22
199586,J,0,23
182982,J,0,24
199587,J,0,25
182983,J,0,26
199588,J,0,27
182984,J,0,28
199589,J,0,29
199576,J,0,3
182985,J,0,30
199590,J,0,31
182986,J,0,32
199591,J,0,33
182987,J,0,34
199592,J,0,35
182988,J,0,36
199593,J,0,37
182989,J,0,38
199594,J,0,39
182972,J,0,4
182990,J,0,40
199595,J,0,41
182991,J,0,42
199596,J,0,43
182992,J,0,44
199597,J,0,45
182993,J,0,46
199598,J,0,47
182994,J,0,48
199599,J,0,49
199577,J,0,5
182995,J,0,50
199600,J,0,51
182996,J,0,52
199601,J,0,53
182997,J,0,54
199602,J,0,55
182998,J,0,56
199603,J,0,57
199604,J,0,58
199605,J,0,59
182973,J,0,6
199606,J,0,60
199607,J,0,61
199608,J,0,62
199609,J,0,63
199610,J,0,64
199611,J,0,65
199612,J,0,66
199613,J,0,67
199614,J,0,68
199578,J,0,7
182974,J,0,8
199579,J,0,9
181963,J,1,1
181972,J,1,10
181973,J,1,11
181974,J,1,12
181975,J,1,13
181976,J,1,14
181977,J,1,15
181978,J,1,16
181979,J,1,17
181980,J,1,18
181981,J,1,19
181964,J,1,2
181982,J,1,20
181983,J,1,21
181984,J,1,22
181985,J,1,23
181986,J,1,24
181987,J,1,25
181988,J,1,26
181989,J,1,27
181990,J,1,28
181991,J,1,29
181965,J,1,3
181992,J,1,30
181993,J,1,31
181994,J,1,32
181995,J,1,33
181996,J,1,34
181997,J,1,35
181998,J,1,36
181999,J,1,37
182000,J,1,38
182001,J,1,39
181966,J,1,4
182002,J,1,40
182003,J,1,41
182004,J,1,42
182005,J,1,43
182006,J,1,44
182007,J,1,45
182008,J,1,46
182009,J,1,47
182010,J,1,48
182011,J,1,49
181967,J,1,5
182012,J,1,50
182013,J,1,51
182014,J,1,52
182015,J,1,53
182016,J,1,54
182017,J,1,55
182018,J,1,56
181968,J,1,6
181969,J,1,7
181970,J,1,8
181971,J,1,9
182467,J,10,1
182476,J,10,10
182477,J,10,11
182478,J,10,12
182479,J,10,13
182480,J,10,14
182481,J,10,15
182482,J,10,16
182483,J,10,17
182484,J,10,18
182485,J,10,19
182468,J,10,2
182486,J,10,20
182487,J,10,21
182488,J,10,22
182489,J,10,23
182490,J,10,24
182491,J,10,25
182492,J,10,26
182493,J,10,27
182494,J,10,28
182495,J,10,29
182469,J,10,3
182496,J,10,30
182497,J,10,31
182498,J,10,32
182499,J,10,33
182500,J,10,34
182501,J,10,35
182502,J,10,36
182503,J,10,37
182504,J,10,38
182505,J,10,39
182470,J,10,4
182506,J,10,40
182507,J,10,41
182508,J,10,42
182509,J,10,43
182510,J,10,44
182511,J,10,45
182512,J,10,46
182513,J,10,47
182514,J,10,48
182515,J,10,49
182471,J,10,5
182516,J,10,50
182517,J,10,51
182518,J,10,52
182519,J,10,53
182520,J,10,54
182521,J,10,55
182522,J,10,56
182472,J,10,6
182473,J,10,7
182474,J,10,8
182475,J,10,9
182523,J,11,1
182532,J,11,10
182533,J,11,11
182534,J,11,12
182535,J,11,13
182536,J,11,14
182537,J,11,15
182538,J,11,16
182539,J,11,17
182540,J,11,18
182541,J,11,19
182524,J,11,2
182542,J,11,20
182543,J,11,21
182544,J,11,22
182545,J,11,23
182546,J,11,24
182547,J,11,25
182548,J,11,26
182549,J,11,27
182550,J,11,28
182551,J,11,29
182525,J,11,3
182552,J,11,30
182553,J,11,31
182554,J,11,32
182555,J,11,33
182556,J,11,34
182557,J,11,35
182558,J,11,36
182559,J,11,37
182560,J,11,38
182561,J,11,39
182526,J,11,4
182562,J,11,40
182563,J,11,41
182564,J,11,42
182565,J,11,43
182566,J,11,44
182567,J,11,45
182568,J,11,46
182569,J,11,47
182570,J,11,48
182571,J,11,49
182527,J,11,5
182572,J,11,50
182573,J,11,51
182574,J,11,52
182575,J,11,53
182576,J,11,54
182577,J,11,55
182578,J,11,56
182528,J,11,6
182529,J,11,7
182530,J,11,8
182531,J,11,9
182943,J,12,1
182919,J,12,10
182948,J,12,11
182942,J,12,12
182949,J,12,13
182920,J,12,14
182950,J,12,15
182921,J,12,16
182951,J,12,17
182922,J,12,18
182952,J,12,19
182915,J,12,2
182923,J,12,20
182953,J,12,21
182924,J,12,22
182954,J,12,23
182925,J,12,24
182955,J,12,25
182926,J,12,26
182956,J,12,27
182927,J,12,28
182957,J,12,29
182944,J,12,3
182928,J,12,30
182958,J,12,31
182929,J,12,32
182959,J,12,33
182930,J,12,34
182960,J,12,35
182931,J,12,36
182961,J,12,37
182932,J,12,38
182962,J,12,39
182916,J,12,4
182933,J,12,40
182963,J,12,41
182934,J,12,42
182964,J,12,43
182935,J,12,44
182965,J,12,45
182936,J,12,46
182966,J,12,47
182937,J,12,48
182967,J,12,49
182945,J,12,5
182938,J,12,50
182968,J,12,51
182939,J,12,52
182969,J,12,53
182940,J,12,54
182970,J,12,55
182941,J,12,56
182917,J,12,6
182946,J,12,7
182918,J,12,8
182947,J,12,9
182579,J,13,1
182588,J,13,10
182589,J,13,11
182590,J,13,12
182591,J,13,13
182592,J,13,14
182593,J,13,15
182594,J,13,16
182595,J,13,17
182596,J,13,18
182597,J,13,19
182580,J,13,2
182598,J,13,20
182599,J,13,21
182600,J,13,22
182601,J,13,23
182602,J,13,24
182603,J,13,25
182604,J,13,26
182605,J,13,27
182606,J,13,28
182607,J,13,29
182581,J,13,3
182608,J,13,30
182609,J,13,31
182610,J,13,32
182611,J,13,33
182612,J,13,34
182613,J,13,35
182614,J,13,36
182615,J,13,37
182616,J,13,38
182617,J,13,39
182582,J,13,4
182618,J,13,40
182619,J,13,41
182620,J,13,42
182621,J,13,43
182622,J,13,44
182623,J,13,45
182624,J,13,46
182625,J,13,47
182626,J,13,48
182627,J,13,49
182583,J,13,5
182628,J,13,50
182629,J,13,51
182630,J,13,52
182631,J,13,53
182632,J,13,54
182633,J,13,55
182634,J,13,56
182584,J,13,6
182585,J,13,7
182586,J,13,8
182587,J,13,9
182635,J,14,1
182644,J,14,10
182645,J,14,11
182646,J,14,12
182647,J,14,13
182648,J,14,14
182649,J,14,15
182650,J,14,16
182651,J,14,17
182652,J,14,18
182653,J,14,19
182636,J,14,2
182654,J,14,20
182655,J,14,21
182656,J,14,22
182657,J,14,23
182658,J,14,24
182659,J,14,25
182660,J,14,26
182661,J,14,27
182662,J,14,28
182663,J,14,29
182637,J,14,3
182664,J,14,30
182665,J,14,31
182666,J,14,32
182667,J,14,33
182668,J,14,34
182669,J,14,35
182670,J,14,36
182671,J,14,37
182672,J,14,38
182673,J,14,39
182638,J,14,4
182674,J,14,40
182675,J,14,41
182676,J,14,42
182677,J,14,43
182678,J,14,44
182679,J,14,45
182680,J,14,46
182681,J,14,47
182682,J,14,48
182683,J,14,49
182639,J,14,5
182684,J,14,50
182685,J,14,51
182686,J,14,52
182687,J,14,53
182688,J,14,54
182689,J,14,55
182690,J,14,56
182640,J,14,6
182641,J,14,7
182642,J,14,8
182643,J,14,9
182691,J,15,1
182700,J,15,10
182701,J,15,11
182702,J,15,12
182703,J,15,13
182704,J,15,14
182705,J,15,15
182706,J,15,16
182707,J,15,17
182708,J,15,18
182709,J,15,19
182692,J,15,2
182710,J,15,20
182711,J,15,21
182712,J,15,22
182713,J,15,23
182714,J,15,24
182715,J,15,25
182716,J,15,26
182717,J,15,27
182718,J,15,28
182719,J,15,29
182693,J,15,3
182720,J,15,30
182721,J,15,31
182722,J,15,32
182723,J,15,33
182724,J,15,34
182725,J,15,35
182726,J,15,36
182727,J,15,37
182728,J,15,38
182729,J,15,39
182694,J,15,4
182730,J,15,40
182731,J,15,41
182732,J,15,42
182733,J,15,43
182734,J,15,44
182735,J,15,45
182736,J,15,46
182737,J,15,47
182738,J,15,48
182739,J,15,49
182695,J,15,5
182740,J,15,50
182741,J,15,51
182742,J,15,52
182743,J,15,53
182744,J,15,54
182745,J,15,55
182746,J,15,56
182696,J,15,6
182697,J,15,7
182698,J,15,8
182699,J,15,9
182747,J,16,1
182756,J,16,10
182757,J,16,11
182758,J,16,12
182759,J,16,13
182760,J,16,14
182761,J,16,15
182762,J,16,16
182763,J,16,17
182764,J,16,18
182765,J,16,19
182748,J,16,2
182766,J,16,20
182767,J,16,21
182768,J,16,22
182769,J,16,23
182770,J,16,24
182771,J,16,25
182772,J,16,26
182773,J,16,27
182774,J,16,28
182775,J,16,29
182749,J,16,3
182776,J,16,30
182777,J,16,31
182778,J,16,32
182779,J,16,33
182780,J,16,34
182781,J,16,35
182782,J,16,36
182783,J,16,37
182784,J,16,38
182785,J,16,39
182750,J,16,4
182786,J,16,40
182787,J,16,41
182788,J,16,42
182789,J,16,43
182790,J,16,44
182791,J,16,45
182792,J,16,46
182793,J,16,47
182794,J,16,48
182795,J,16,49
182751,J,16,5
182796,J,16,50
182797,J,16,51
182798,J,16,52
182799,J,16,53
182800,J,16,54
182801,J,16,55
182802,J,16,56
182752,J,16,6
182753,J,16,7
182754,J,16,8
182755,J,16,9
182803,J,17,1
182812,J,17,10
182813,J,17,11
182814,J,17,12
182815,J,17,13
182816,J,17,14
182817,J,17,15
182818,J,17,16
182819,J,17,17
182820,J,17,18
182821,J,17,19
182804,J,17,2
182822,J,17,20
182823,J,17,21
182824,J,17,22
182825,J,17,23
182826,J,17,24
182827,J,17,25
182828,J,17,26
182829,J,17,27
182830,J,17,28
182831,J,17,29
182805,J,17,3
182832,J,17,30
182833,J,17,31
182834,J,17,32
182835,J,17,33
182836,J,17,34
182837,J,17,35
182838,J,17,36
182839,J,17,37
182840,J,17,38
182841,J,17,39
182806,J,17,4
182842,J,17,40
182843,J,17,41
182844,J,17,42
182845,J,17,43
182846,J,17,44
182847,J,17,45
182848,J,17,46
182849,J,17,47
182850,J,17,48
182851,J,17,49
182807,J,17,5
182852,J,17,50
182853,J,17,51
182854,J,17,52
182855,J,17,53
182856,J,17,54
182857,J,17,55
182858,J,17,56
182808,J,17,6
182809,J,17,7
182810,J,17,8
182811,J,17,9
182859,J,18,1
182868,J,18,10
182869,J,18,11
182870,J,18,12
182871,J,18,13
182872,J,18,14
182873,J,18,15
182874,J,18,16
182875,J,18,17
182876,J,18,18
182877,J,18,19
182860,J,18,2
182878,J,18,20
182879,J,18,21
182880,J,18,22
182881,J,18,23
182882,J,18,24
182883,J,18,25
182884,J,18,26
182885,J,18,27
182886,J,18,28
182887,J,18,29
182861,J,18,3
182888,J,18,30
182889,J,18,31
182890,J,18,32
182891,J,18,33
182892,J,18,34
182893,J,18,35
182894,J,18,36
182895,J,18,37
182896,J,18,38
182897,J,18,39
182862,J,18,4
182898,J,18,40
182899,J,18,41
182900,J,18,42
182901,J,18,43
182902,J,18,44
182903,J,18,45
182904,J,18,46
182905,J,18,47
182906,J,18,48
182907,J,18,49
182863,J,18,5
182908,J,18,50
182909,J,18,51
182910,J,18,52
182911,J,18,53
182912,J,18,54
182913,J,18,55
182914,J,18,56
182864,J,18,6
182865,J,18,7
182866,J,18,8
182867,J,18,9
182019,J,2,1
182028,J,2,10
182029,J,2,11
182030,J,2,12
182031,J,2,13
182032,J,2,14
182033,J,2,15
182034,J,2,16
182035,J,2,17
182036,J,2,18
182037,J,2,19
182020,J,2,2
182038,J,2,20
182039,J,2,21
182040,J,2,22
182041,J,2,23
182042,J,2,24
182043,J,2,25
182044,J,2,26
182045,J,2,27
182046,J,2,28
182047,J,2,29
182021,J,2,3
182048,J,2,30
182049,J,2,31
182050,J,2,32
182051,J,2,33
182052,J,2,34
182053,J,2,35
182054,J,2,36
182055,J,2,37
182056,J,2,38
182057,J,2,39
182022,J,2,4
182058,J,2,40
182059,J,2,41
182060,J,2,42
182061,J,2,43
182062,J,2,44
182063,J,2,45
182064,J,2,46
182065,J,2,47
182066,J,2,48
182067,J,2,49
182023,J,2,5
182068,J,2,50
182069,J,2,51
182070,J,2,52
182071,J,2,53
182072,J,2,54
182073,J,2,55
182074,J,2,56
182024,J,2,6
182025,J,2,7
182026,J,2,8
182027,J,2,9
182075,J,3,1
182084,J,3,10
182085,J,3,11
182086,J,3,12
182087,J,3,13
182088,J,3,14
182089,J,3,15
182090,J,3,16
182091,J,3,17
182092,J,3,18
182093,J,3,19
182076,J,3,2
182094,J,3,20
182095,J,3,21
182096,J,3,22
182097,J,3,23
182098,J,3,24
182099,J,3,25
182100,J,3,26
182101,J,3,27
182102,J,3,28
182103,J,3,29
182077,J,3,3
182104,J,3,30
182105,J,3,31
182106,J,3,32
182107,J,3,33
182108,J,3,34
182109,J,3,35
182110,J,3,36
182111,J,3,37
182112,J,3,38
182113,J,3,39
182078,J,3,4
182114,J,3,40
182115,J,3,41
182116,J,3,42
182117,J,3,43
182118,J,3,44
182119,J,3,45
182120,J,3,46
182121,J,3,47
182122,J,3,48
182123,J,3,49
182079,J,3,5
182124,J,3,50
182125,J,3,51
182126,J,3,52
182127,J,3,53
182128,J,3,54
182129,J,3,55
182130,J,3,56
182080,J,3,6
182081,J,3,7
182082,J,3,8
182083,J,3,9
182131,J,4,1
182140,J,4,10
182141,J,4,11
182142,J,4,12
182143,J,4,13
182144,J,4,14
182145,J,4,15
182146,J,4,16
182147,J,4,17
182148,J,4,18
182149,J,4,19
182132,J,4,2
182150,J,4,20
182151,J,4,21
182152,J,4,22
182153,J,4,23
182154,J,4,24
182155,J,4,25
182156,J,4,26
182157,J,4,27
182158,J,4,28
182159,J,4,29
182133,J,4,3
182160,J,4,30
182161,J,4,31
182162,J,4,32
182163,J,4,33
182164,J,4,34
182165,J,4,35
182166,J,4,36
182167,J,4,37
182168,J,4,38
182169,J,4,39
182134,J,4,4
182170,J,4,40
182171,J,4,41
182172,J,4,42
182173,J,4,43
182174,J,4,44
182175,J,4,45
182176,J,4,46
182177,J,4,47
182178,J,4,48
182179,J,4,49
182135,J,4,5
182180,J,4,50
182181,J,4,51
182182,J,4,52
182183,J,4,53
182184,J,4,54
182185,J,4,55
182186,J,4,56
182136,J,4,6
182137,J,4,7
182138,J,4,8
182139,J,4,9
182187,J,5,1
182196,J,5,10
182197,J,5,11
182198,J,5,12
182199,J,5,13
182200,J,5,14
182201,J,5,15
182202,J,5,16
182203,J,5,17
182204,J,5,18
182205,J,5,19
182188,J,5,2
182206,J,5,20
182207,J,5,21
182208,J,5,22
182209,J,5,23
182210,J,5,24
182211,J,5,25
182212,J,5,26
182213,J,5,27
182214,J,5,28
182215,J,5,29
182189,J,5,3
182216,J,5,30
182217,J,5,31
182218,J,5,32
182219,J,5,33
182220,J,5,34
182221,J,5,35
182222,J,5,36
182223,J,5,37
182224,J,5,38
182225,J,5,39
182190,J,5,4
182226,J,5,40
182227,J,5,41
182228,J,5,42
182229,J,5,43
182230,J,5,44
182231,J,5,45
182232,J,5,46
182233,J,5,47
182234,J,5,48
182235,J,5,49
182191,J,5,5
182236,J,5,50
182237,J,5,51
182238,J,5,52
182239,J,5,53
182240,J,5,54
182241,J,5,55
182242,J,5,56
182192,J,5,6
182193,J,5,7
182194,J,5,8
182195,J,5,9
182243,J,6,1
182252,J,6,10
182253,J,6,11
182254,J,6,12
182255,J,6,13
182256,J,6,14
182257,J,6,15
182258,J,6,16
182259,J,6,17
182260,J,6,18
182261,J,6,19
182244,J,6,2
182262,J,6,20
182263,J,6,21
182264,J,6,22
182265,J,6,23
182266,J,6,24
182267,J,6,25
182268,J,6,26
182269,J,6,27
182270,J,6,28
182271,J,6,29
182245,J,6,3
182272,J,6,30
182273,J,6,31
182274,J,6,32
182275,J,6,33
182276,J,6,34
182277,J,6,35
182278,J,6,36
182279,J,6,37
182280,J,6,38
182281,J,6,39
182246,J,6,4
182282,J,6,40
182283,J,6,41
182284,J,6,42
182285,J,6,43
182286,J,6,44
182287,J,6,45
182288,J,6,46
182289,J,6,47
182290,J,6,48
182291,J,6,49
182247,J,6,5
182292,J,6,50
182293,J,6,51
182294,J,6,52
182295,J,6,53
182296,J,6,54
182297,J,6,55
182298,J,6,56
182248,J,6,6
182249,J,6,7
182250,J,6,8
182251,J,6,9
182299,J,7,1
182308,J,7,10
182309,J,7,11
182310,J,7,12
182311,J,7,13
182312,J,7,14
182313,J,7,15
182314,J,7,16
182315,J,7,17
182316,J,7,18
182317,J,7,19
182300,J,7,2
182318,J,7,20
182319,J,7,21
182320,J,7,22
182321,J,7,23
182322,J,7,24
182323,J,7,25
182324,J,7,26
182325,J,7,27
182326,J,7,28
182327,J,7,29
182301,J,7,3
182328,J,7,30
182329,J,7,31
182330,J,7,32
182331,J,7,33
182332,J,7,34
182333,J,7,35
182334,J,7,36
182335,J,7,37
182336,J,7,38
182337,J,7,39
182302,J,7,4
182338,J,7,40
182339,J,7,41
182340,J,7,42
182341,J,7,43
182342,J,7,44
182343,J,7,45
182344,J,7,46
182345,J,7,47
182346,J,7,48
182347,J,7,49
182303,J,7,5
182348,J,7,50
182349,J,7,51
182350,J,7,52
182351,J,7,53
182352,J,7,54
182353,J,7,55
182354,J,7,56
182304,J,7,6
182305,J,7,7
182306,J,7,8
182307,J,7,9
182355,J,8,1
182364,J,8,10
182365,J,8,11
182366,J,8,12
182367,J,8,13
182368,J,8,14
182369,J,8,15
182370,J,8,16
182371,J,8,17
182372,J,8,18
182373,J,8,19
182356,J,8,2
182374,J,8,20
182375,J,8,21
182376,J,8,22
182377,J,8,23
182378,J,8,24
182379,J,8,25
182380,J,8,26
182381,J,8,27
182382,J,8,28
182383,J,8,29
182357,J,8,3
182384,J,8,30
182385,J,8,31
182386,J,8,32
182387,J,8,33
