locationid,zone,aisle,bay
197266,G,4,35
197267,G,4,36
197268,G,4,37
197269,G,4,38
197270,G,4,39
197271,G,4,40
197272,G,4,41
197273,G,4,42
197274,G,4,43
197275,G,4,44
197276,G,4,45
197277,G,4,46
197278,G,4,47
197279,G,4,48
197280,G,4,49
197281,G,4,50
197282,G,4,51
197283,G,4,52
197284,G,4,53
197285,G,4,54
197286,G,4,55
197288,G,4,57
197289,G,4,58
197290,G,4,59
197291,G,4,60
197292,G,4,61
197293,G,4,62
197294,G,4,63
197296,G,4,65
197297,G,4,66
197298,G,4,67
197299,G,4,68
198499,G,4,69
198500,G,4,70
198501,G,4,71
198502,G,4,72
198503,G,4,73
198504,G,4,74
198505,G,4,75
198506,G,4,76
197240,G,4,9
197173,G,5,10
197174,G,5,11
197175,G,5,12
197176,G,5,13
197177,G,5,14
197178,G,5,15
197179,G,5,16
197180,G,5,17
197181,G,5,18
197182,G,5,19
197183,G,5,20
197184,G,5,21
197185,G,5,22
197186,G,5,23
197187,G,5,24
197188,G,5,25
197189,G,5,26
197190,G,5,27
197191,G,5,28
197192,G,5,29
197193,G,5,30
197195,G,5,32
197196,G,5,33
197197,G,5,34
197198,G,5,35
197199,G,5,36
197200,G,5,37
197201,G,5,38
197202,G,5,39
197203,G,5,40
197204,G,5,41
197205,G,5,42
197206,G,5,43
197207,G,5,44
197208,G,5,45
197209,G,5,46
197210,G,5,47
197211,G,5,48
197212,G,5,49
197213,G,5,50
197214,G,5,51
197215,G,5,52
197216,G,5,53
197217,G,5,54
197219,G,5,56
197220,G,5,57
197221,G,5,58
197222,G,5,59
197223,G,5,60
197224,G,5,61
197225,G,5,62
197227,G,5,64
197228,G,5,65
197229,G,5,66
197230,G,5,67
197231,G,5,68
198491,G,5,69
198492,G,5,70
198493,G,5,71
198494,G,5,72
198495,G,5,73
198496,G,5,74
198497,G,5,75
198498,G,5,76
197105,G,6,10
197106,G,6,11
197107,G,6,12
197108,G,6,13
197109,G,6,14
197110,G,6,15
197111,G,6,16
197112,G,6,17
197113,G,6,18
197114,G,6,19
197115,G,6,20
197116,G,6,21
197117,G,6,22
197118,G,6,23
197119,G,6,24
197120,G,6,25
197121,G,6,26
197122,G,6,27
197123,G,6,28
197124,G,6,29
197125,G,6,30
197126,G,6,31
197127,G,6,32
197128,G,6,33
197129,G,6,34
197130,G,6,35
197131,G,6,36
197132,G,6,37
197133,G,6,38
197134,G,6,39
197135,G,6,40
197136,G,6,41
197137,G,6,42
197138,G,6,43
197139,G,6,44
197140,G,6,45
197141,G,6,46
197142,G,6,47
197143,G,6,48
197144,G,6,49
197145,G,6,50
197146,G,6,51
197147,G,6,52
197148,G,6,53
197149,G,6,54
197150,G,6,55
197151,G,6,56
197152,G,6,57
197153,G,6,58
197154,G,6,59
197155,G,6,60
197156,G,6,61
197157,G,6,62
197158,G,6,63
197159,G,6,64
197160,G,6,65
197161,G,6,66
197162,G,6,67
197163,G,6,68
198483,G,6,69
198484,G,6,70
198485,G,6,71
198486,G,6,72
198487,G,6,73
198488,G,6,74
198489,G,6,75
198490,G,6,76
197104,G,6,9
197037,G,7,10
197038,G,7,11
197039,G,7,12
197040,G,7,13
197041,G,7,14
197042,G,7,15
197043,G,7,16
197044,G,7,17
197045,G,7,18
197046,G,7,19
197047,G,7,20
197048,G,7,21
197049,G,7,22
197050,G,7,23
197051,G,7,24
197052,G,7,25
197053,G,7,26
197054,G,7,27
197055,G,7,28
197056,G,7,29
197057,G,7,30
197058,G,7,31
197059,G,7,32
197060,G,7,33
197061,G,7,34
197062,G,7,35
197063,G,7,36
197064,G,7,37
197065,G,7,38
197066,G,7,39
197067,G,7,40
197068,G,7,41
197069,G,7,42
197070,G,7,43
197071,G,7,44
197072,G,7,45
197073,G,7,46
197074,G,7,47
197075,G,7,48
197076,G,7,49
197077,G,7,50
197078,G,7,51
197079,G,7,52
197080,G,7,53
197081,G,7,54
197082,G,7,55
197083,G,7,56
197084,G,7,57
197085,G,7,58
197086,G,7,59
197087,G,7,60
197088,G,7,61
197089,G,7,62
197090,G,7,63
197091,G,7,64
197092,G,7,65
197093,G,7,66
197094,G,7,67
197095,G,7,68
198475,G,7,69
198476,G,7,70
198477,G,7,71
198478,G,7,72
198479,G,7,73
198480,G,7,74
198481,G,7,75
198482,G,7,76
197036,G,7,9
196969,G,8,10
196970,G,8,11
196971,G,8,12
196972,G,8,13
196973,G,8,14
196974,G,8,15
196975,G,8,16
196976,G,8,17
196977,G,8,18
196978,G,8,19
196979,G,8,20
196980,G,8,21
196981,G,8,22
196982,G,8,23
196983,G,8,24
196984,G,8,25
196985,G,8,26
196986,G,8,27
196987,G,8,28
196988,G,8,29
196989,G,8,30
196990,G,8,31
196991,G,8,32
196992,G,8,33
196993,G,8,34
196994,G,8,35
196995,G,8,36
196996,G,8,37
196997,G,8,38
196998,G,8,39
196999,G,8,40
197000,G,8,41
197001,G,8,42
197002,G,8,43
197003,G,8,44
197004,G,8,45
197005,G,8,46
197006,G,8,47
197007,G,8,48
197008,G,8,49
197009,G,8,50
197010,G,8,51
197011,G,8,52
197012,G,8,53
197013,G,8,54
197014,G,8,55
197015,G,8,56
197016,G,8,57
197017,G,8,58
197018,G,8,59
197019,G,8,60
197020,G,8,61
197021,G,8,62
197022,G,8,63
197023,G,8,64
197024,G,8,65
197025,G,8,66
197026,G,8,67
197027,G,8,68
198467,G,8,69
198468,G,8,70
198469,G,8,71
198470,G,8,72
198471,G,8,73
198472,G,8,74
198473,G,8,75
198474,G,8,76
196968,G,8,9
196902,G,9,11
196903,G,9,12
196904,G,9,13
196905,G,9,14
196906,G,9,15
196907,G,9,16
196908,G,9,17
196909,G,9,18
196910,G,9,19
196911,G,9,20
196912,G,9,21
196913,G,9,22
196914,G,9,23
196915,G,9,24
196916,G,9,25
196917,G,9,26
196918,G,9,27
196919,G,9,28
196920,G,9,29
196921,G,9,30
196922,G,9,31
196923,G,9,32
196924,G,9,33
196925,G,9,34
196926,G,9,35
196927,G,9,36
196928,G,9,37
196929,G,9,38
196930,G,9,39
196931,G,9,40
196932,G,9,41
196933,G,9,42
196934,G,9,43
196935,G,9,44
196936,G,9,45
196937,G,9,46
196938,G,9,47
196939,G,9,48
196940,G,9,49
196941,G,9,50
196942,G,9,51
196943,G,9,52
196944,G,9,53
196945,G,9,54
196946,G,9,55
196947,G,9,56
196948,G,9,57
196949,G,9,58
196950,G,9,59
196951,G,9,60
196952,G,9,61
196953,G,9,62
196954,G,9,63
196955,G,9,64
196956,G,9,65
196957,G,9,66
196958,G,9,67
196959,G,9,68
198459,G,9,69
198460,G,9,70
198461,G,9,71
198462,G,9,72
198463,G,9,73
198464,G,9,74
198465,G,9,75
198466,G,9,76
196900,G,9,9
276384,GP,2,1
276385,GP,2,2
276583,GP,2,3
276505,GP,2,4
276506,GP,2,5
276386,GP,3,1
276387,GP,3,2
276584,GP,3,3
276507,GP,3,4
276508,GP,3,5
276388,GP,4,1
276389,GP,4,2
276585,GP,4,3
276509,GP,4,4
276510,GP,4,5
276753,GP,5,1
276382,GP,6,1
276383,GP,6,2
276586,GP,6,3
276511,GP,6,4
276512,GP,6,5
276380,GP,7,1
276381,GP,7,2
276587,GP,7,3
276513,GP,7,4
276514,GP,7,5
276378,GP,8,1
276379,GP,8,2
276588,GP,8,3
276515,GP,8,4
276516,GP,8,5
276376,GP,9,1
276377,GP,9,2
276589,GP,9,3
276517,GP,9,4
276518,GP,9,5
196845,H,0,1
196850,H,0,10
196851,H,0,11
196828,H,0,12
196852,H,0,13
196829,H,0,14
196853,H,0,15
196830,H,0,16
196854,H,0,17
196831,H,0,18
196855,H,0,19
196824,H,0,2
196832,H,0,20
196856,H,0,21
196833,H,0,22
196857,H,0,23
196834,H,0,24
196858,H,0,25
196835,H,0,26
196859,H,0,27
196836,H,0,28
196860,H,0,29
196846,H,0,3
196837,H,0,30
196861,H,0,31
196838,H,0,32
196862,H,0,33
196839,H,0,34
196863,H,0,35
196840,H,0,36
196864,H,0,37
196841,H,0,38
196865,H,0,39
196825,H,0,4
196842,H,0,40
196866,H,0,41
196843,H,0,42
196867,H,0,43
196844,H,0,44
196868,H,0,45
196869,H,0,46
196870,H,0,47
196871,H,0,48
196872,H,0,49
196847,H,0,5
196873,H,0,50
196874,H,0,51
196875,H,0,52
196876,H,0,53
196877,H,0,54
196878,H,0,55
196879,H,0,56
196880,H,0,57
196881,H,0,58
196882,H,0,59
196826,H,0,6
196883,H,0,60
196884,H,0,61
196885,H,0,62
196886,H,0,63
196887,H,0,64
196888,H,0,65
196889,H,0,66
196890,H,0,67
196891,H,0,68
198594,H,0,69
196848,H,0,7
198595,H,0,70
198596,H,0,71
198597,H,0,72
198598,H,0,73
198599,H,0,74
198600,H,0,75
198601,H,0,76
196827,H,0,8
196849,H,0,9
196756,H,1,1
196765,H,1,10
196766,H,1,11
196767,H,1,12
196768,H,1,13
196769,H,1,14
196770,H,1,15
196771,H,1,16
196772,H,1,17
196773,H,1,18
196774,H,1,19
196757,H,1,2
196775,H,1,20
196776,H,1,21
196777,H,1,22
196778,H,1,23
196779,H,1,24
196780,H,1,25
196781,H,1,26
196782,H,1,27
196783,H,1,28
196784,H,1,29
196758,H,1,3
196785,H,1,30
196786,H,1,31
196787,H,1,32
196788,H,1,33
196789,H,1,34
196790,H,1,35
196791,H,1,36
196792,H,1,37
196793,H,1,38
196794,H,1,39
196759,H,1,4
196795,H,1,40
196796,H,1,41
196797,H,1,42
196798,H,1,43
196799,H,1,44
196800,H,1,45
196801,H,1,46
196802,H,1,47
196803,H,1,48
196804,H,1,49
196760,H,1,5
196805,H,1,50
196806,H,1,51
196807,H,1,52
196808,H,1,53
196809,H,1,54
196810,H,1,55
196811,H,1,56
196812,H,1,57
196813,H,1,58
196814,H,1,59
196761,H,1,6
196815,H,1,60
196816,H,1,61
196817,H,1,62
196818,H,1,63
196819,H,1,64
196820,H,1,65
196821,H,1,66
196822,H,1,67
196823,H,1,68
222762,H,1,69
196762,H,1,7
222763,H,1,70
222764,H,1,71
222765,H,1,72
222766,H,1,73
222767,H,1,74
222768,H,1,75
222769,H,1,76
196763,H,1,8
196764,H,1,9
196688,H,2,1
196697,H,2,10
196698,H,2,11
196699,H,2,12
196700,H,2,13
196701,H,2,14
196702,H,2,15
196703,H,2,16
196704,H,2,17
196705,H,2,18
196706,H,2,19
196689,H,2,2
196707,H,2,20
196708,H,2,21
196709,H,2,22
196710,H,2,23
196711,H,2,24
196712,H,2,25
196713,H,2,26
196714,H,2,27
196715,H,2,28
196716,H,2,29
196690,H,2,3
196717,H,2,30
196718,H,2,31
196719,H,2,32
196720,H,2,33
196721,H,2,34
196722,H,2,35
196723,H,2,36
196724,H,2,37
196725,H,2,38
196726,H,2,39
196691,H,2,4
196727,H,2,40
196728,H,2,41
196729,H,2,42
196730,H,2,43
196731,H,2,44
196732,H,2,45
196733,H,2,46
196734,H,2,47
196735,H,2,48
196736,H,2,49
196692,H,2,5
196737,H,2,50
196738,H,2,51
196739,H,2,52
196740,H,2,53
196741,H,2,54
196742,H,2,55
196743,H,2,56
196744,H,2,57
196745,H,2,58
196746,H,2,59
196693,H,2,6
196747,H,2,60
196748,H,2,61
196749,H,2,62
196750,H,2,63
196751,H,2,64
196752,H,2,65
196753,H,2,66
196754,H,2,67
196755,H,2,68
196694,H,2,7
196695,H,2,8
196696,H,2,9
196620,H,3,1
196629,H,3,10
196630,H,3,11
196631,H,3,12
196632,H,3,13
196633,H,3,14
196634,H,3,15
196635,H,3,16
196636,H,3,17
196637,H,3,18
196638,H,3,19
196621,H,3,2
196639,H,3,20
196640,H,3,21
196641,H,3,22
196642,H,3,23
196643,H,3,24
196644,H,3,25
196645,H,3,26
196646,H,3,27
196647,H,3,28
196648,H,3,29
196622,H,3,3
196649,H,3,30
196650,H,3,31
196651,H,3,32
196652,H,3,33
196653,H,3,34
196654,H,3,35
196655,H,3,36
196656,H,3,37
196657,H,3,38
196658,H,3,39
196623,H,3,4
196659,H,3,40
196660,H,3,41
196661,H,3,42
196662,H,3,43
196663,H,3,44
196664,H,3,45
196665,H,3,46
196666,H,3,47
196667,H,3,48
196668,H,3,49
196624,H,3,5
196669,H,3,50
196670,H,3,51
196671,H,3,52
196672,H,3,53
196673,H,3,54
196674,H,3,55
196675,H,3,56
196676,H,3,57
196677,H,3,58
196678,H,3,59
196625,H,3,6
196679,H,3,60
196680,H,3,61
196681,H,3,62
196682,H,3,63
196683,H,3,64
196684,H,3,65
196685,H,3,66
196686,H,3,67
196687,H,3,68
196626,H,3,7
196627,H,3,8
196628,H,3,9
196530,H,4,1
196539,H,4,10
196540,H,4,11
196541,H,4,12
196542,H,4,13
196543,H,4,14
196544,H,4,15
196545,H,4,16
196546,H,4,17
196547,H,4,18
196548,H,4,19
196531,H,4,2
196549,H,4,20
196550,H,4,21
196551,H,4,22
196552,H,4,23
196553,H,4,24
196554,H,4,25
196555,H,4,26
196556,H,4,27
196557,H,4,28
196558,H,4,29
196532,H,4,3
196559,H,4,30
196560,H,4,31
196561,H,4,32
196562,H,4,33
196563,H,4,34
196564,H,4,35
196565,H,4,36
196566,H,4,37
196567,H,4,38
196568,H,4,39
196533,H,4,4
196569,H,4,40
196570,H,4,41
196571,H,4,42
196572,H,4,43
196573,H,4,44
196574,H,4,45
196575,H,4,46
196576,H,4,47
196577,H,4,48
196578,H,4,49
196534,H,4,5
196579,H,4,50
196580,H,4,51
196581,H,4,52
196582,H,4,53
196583,H,4,54
196584,H,4,55
196585,H,4,56
196586,H,4,57
196587,H,4,58
196588,H,4,59
196535,H,4,6
196589,H,4,60
196590,H,4,61
196591,H,4,62
196592,H,4,63
196593,H,4,64
196594,H,4,65
196595,H,4,66
196596,H,4,67
196597,H,4,68
196536,H,4,7
196537,H,4,8
196538,H,4,9
196462,H,5,1
196471,H,5,10
196472,H,5,11
196473,H,5,12
196474,H,5,13
196475,H,5,14
196476,H,5,15
196477,H,5,16
196478,H,5,17
196479,H,5,18
196480,H,5,19
196463,H,5,2
196481,H,5,20
196482,H,5,21
196483,H,5,22
196484,H,5,23
196485,H,5,24
196486,H,5,25
196487,H,5,26
196488,H,5,27
196489,H,5,28
196490,H,5,29
196464,H,5,3
196491,H,5,30
196492,H,5,31
196493,H,5,32
196494,H,5,33
196495,H,5,34
196496,H,5,35
196497,H,5,36
196498,H,5,37
196499,H,5,38
196500,H,5,39
196465,H,5,4
196501,H,5,40
196502,H,5,41
196503,H,5,42
196504,H,5,43
196505,H,5,44
196506,H,5,45
196507,H,5,46
196508,H,5,47
196509,H,5,48
196510,H,5,49
196466,H,5,5
196511,H,5,50
196512,H,5,51
196513,H,5,52
196514,H,5,53
196515,H,5,54
196516,H,5,55
196517,H,5,56
196518,H,5,57
196519,H,5,58
196520,H,5,59
196467,H,5,6
196521,H,5,60
196522,H,5,61
196523,H,5,62
196524,H,5,63
196525,H,5,64
196526,H,5,65
196527,H,5,66
196528,H,5,67
196529,H,5,68
196468,H,5,7
196469,H,5,8
196470,H,5,9
196394,H,6,1
196403,H,6,10
196404,H,6,11
196405,H,6,12
196406,H,6,13
196407,H,6,14
196408,H,6,15
196409,H,6,16
196410,H,6,17
196411,H,6,18
196412,H,6,19
196395,H,6,2
196413,H,6,20
196414,H,6,21
196415,H,6,22
196416,H,6,23
196417,H,6,24
196418,H,6,25
196419,H,6,26
196420,H,6,27
196421,H,6,28
196422,H,6,29
196396,H,6,3
196423,H,6,30
196424,H,6,31
196425,H,6,32
196426,H,6,33
196427,H,6,34
196428,H,6,35
196429,H,6,36
196430,H,6,37
196431,H,6,38
196432,H,6,39
196397,H,6,4
196433,H,6,40
196434,H,6,41
196435,H,6,42
196436,H,6,43
196437,H,6,44
196438,H,6,45
196439,H,6,46
196440,H,6,47
196441,H,6,48
196442,H,6,49
196398,H,6,5
196443,H,6,50
196444,H,6,51
196445,H,6,52
196446,H,6,53
196447,H,6,54
196448,H,6,55
196449,H,6,56
196450,H,6,57
196451,H,6,58
196452,H,6,59
196399,H,6,6
196453,H,6,60
196454,H,6,61
196455,H,6,62
196456,H,6,63
196457,H,6,64
196458,H,6,65
196459,H,6,66
196460,H,6,67
196461,H,6,68
196400,H,6,7
196401,H,6,8
196402,H,6,9
196325,H,7,1
196334,H,7,10
196335,H,7,11
196336,H,7,12
196337,H,7,13
196338,H,7,14
196339,H,7,15
196340,H,7,16
196341,H,7,17
196342,H,7,18
196343,H,7,19
196326,H,7,2
196344,H,7,20
196345,H,7,21
196346,H,7,22
196347,H,7,23
196348,H,7,24
196349,H,7,25
196350,H,7,26
196351,H,7,27
196352,H,7,28
196353,H,7,29
196327,H,7,3
196354,H,7,30
196355,H,7,31
196356,H,7,32
196357,H,7,33
196358,H,7,34
196359,H,7,35
196360,H,7,36
196361,H,7,37
196362,H,7,38
196363,H,7,39
196328,H,7,4
196364,H,7,40
196365,H,7,41
196366,H,7,42
196367,H,7,43
196368,H,7,44
196369,H,7,45
196370,H,7,46
196371,H,7,47
196372,H,7,48
196373,H,7,49
196329,H,7,5
196374,H,7,50
196375,H,7,51
196376,H,7,52
196377,H,7,53
196378,H,7,54
196379,H,7,55
196380,H,7,56
196381,H,7,57
196382,H,7,58
196383,H,7,59
196330,H,7,6
196384,H,7,60
196385,H,7,61
196386,H,7,62
196387,H,7,63
196388,H,7,64
196389,H,7,65
196390,H,7,66
196391,H,7,67
196392,H,7,68
196331,H,7,7
196332,H,7,8
196333,H,7,9
196257,H,8,1
196266,H,8,10
196267,H,8,11
196268,H,8,12
196269,H,8,13
196270,H,8,14
196271,H,8,15
196272,H,8,16
196273,H,8,17
196274,H,8,18
196275,H,8,19
196258,H,8,2
196276,H,8,20
196277,H,8,21
196278,H,8,22
196279,H,8,23
196280,H,8,24
196281,H,8,25
196282,H,8,26
196283,H,8,27
196284,H,8,28
196285,H,8,29
196259,H,8,3
196286,H,8,30
196287,H,8,31
196288,H,8,32
196289,H,8,33
196290,H,8,34
196291,H,8,35
196292,H,8,36
196293,H,8,37
196294,H,8,38
196295,H,8,39
196260,H,8,4
196296,H,8,40
196297,H,8,41
196298,H,8,42
196299,H,8,43
196300,H,8,44
196301,H,8,45
196302,H,8,46
196303,H,8,47
196304,H,8,48
196305,H,8,49
196261,H,8,5
196306,H,8,50
196307,H,8,51
196308,H,8,52
196309,H,8,53
196310,H,8,54
196311,H,8,55
196312,H,8,56
196313,H,8,57
196314,H,8,58
196315,H,8,59
196262,H,8,6
196316,H,8,60
196317,H,8,61
196318,H,8,62
196319,H,8,63
196320,H,8,64
196321,H,8,65
196322,H,8,66
196323,H,8,67
196324,H,8,68
196263,H,8,7
196264,H,8,8
196265,H,8,9
196189,H,9,1
196198,H,9,10
196199,H,9,11
196200,H,9,12
196201,H,9,13
196202,H,9,14
196203,H,9,15
196204,H,9,16
196205,H,9,17
196206,H,9,18
196207,H,9,19
196190,H,9,2
196208,H,9,20
196209,H,9,21
196210,H,9,22
196211,H,9,23
196212,H,9,24
196213,H,9,25
196214,H,9,26
196215,H,9,27
196216,H,9,28
196217,H,9,29
196191,H,9,3
196218,H,9,30
196219,H,9,31
196220,H,9,32
196221,H,9,33
196222,H,9,34
196223,H,9,35
196224,H,9,36
196225,H,9,37
196226,H,9,38
196227,H,9,39
196192,H,9,4
196228,H,9,40
196229,H,9,41
196230,H,9,42
196231,H,9,43
196232,H,9,44
196233,H,9,45
196234,H,9,46
196235,H,9,47
196236,H,9,48
196237,H,9,49
196193,H,9,5
196238,H,9,50
196239,H,9,51
196240,H,9,52
196241,H,9,53
196242,H,9,54
196243,H,9,55
196244,H,9,56
196245,H,9,57
196246,H,9,58
196247,H,9,59
196194,H,9,6
196248,H,9,60
196249,H,9,61
196250,H,9,62
196251,H,9,63
196252,H,9,64
196253,H,9,65
196254,H,9,66
196255,H,9,67
196256,H,9,68
196195,H,9,7
196196,H,9,8
196197,H,9,9
276375,HP,0,1
276519,HP,0,5
276751,HP,1,1
276373,HP,2,1
276374,HP,2,2
276590,HP,2,3
276520,HP,2,4
276521,HP,2,5
276371,HP,3,1
276372,HP,3,2
276591,HP,3,3
276522,HP,3,4
276523,HP,3,5
276369,HP,4,1
276370,HP,4,2
276592,HP,4,3
276524,HP,4,4
276525,HP,4,5
276752,HP,5,1
276367,HP,6,1
276368,HP,6,2
276526,HP,6,4
276527,HP,6,5
276365,HP,7,1
276366,HP,7,2
276593,HP,7,3
276528,HP,7,4
276529,HP,7,5
276363,HP,8,1
276364,HP,8,2
276594,HP,8,3
276530,HP,8,4
276531,HP,8,5
276361,HP,9,1
276362,HP,9,2
276595,HP,9,3
276532,HP,9,4
276533,HP,9,5
254748,HRZ,0,1
254757,HRZ,0,10
254758,HRZ,0,11
254759,HRZ,0,12
254760,HRZ,0,13
254761,HRZ,0,14
254762,HRZ,0,15
254763,HRZ,0,16
254749,HRZ,0,2
254750,HRZ,0,3
254751,HRZ,0,4
254752,HRZ,0,5
254753,HRZ,0,6
254754,HRZ,0,7
254755,HRZ,0,8
254756,HRZ,0,9
254780,HRZ,1,1
254789,HRZ,1,10
254790,HRZ,1,11
254791,HRZ,1,12
254792,HRZ,1,13
254793,HRZ,1,14
254794,HRZ,1,15
254795,HRZ,1,16
254781,HRZ,1,2
254782,HRZ,1,3
254783,HRZ,1,4
254784,HRZ,1,5
254785,HRZ,1,6
254786,HRZ,1,7
254788,HRZ,1,9
254812,HRZ,2,1
254821,HRZ,2,10
254822,HRZ,2,11
254823,HRZ,2,12
254824,HRZ,2,13
254825,HRZ,2,14
254826,HRZ,2,15
254827,HRZ,2,16
254813,HRZ,2,2
254814,HRZ,2,3
254815,HRZ,2,4
254816,HRZ,2,5
254817,HRZ,2,6
254818,HRZ,2,7
254819,HRZ,2,8
254820,HRZ,2,9
254796,HRZ,3,1
254805,HRZ,3,10
254806,HRZ,3,11
254807,HRZ,3,12
254808,HRZ,3,13
254809,HRZ,3,14
254810,HRZ,3,15
254811,HRZ,3,16
254797,HRZ,3,2
254798,HRZ,3,3
254799,HRZ,3,4
254800,HRZ,3,5
254801,HRZ,3,6
254802,HRZ,3,7
254803,HRZ,3,8
254804,HRZ,3,9
202713,I,0,1
194374,I,0,10
202718,I,0,11
194375,I,0,12
202719,I,0,13
194376,I,0,14
202720,I,0,15
194377,I,0,16
202721,I,0,17
194378,I,0,18
202722,I,0,19
194370,I,0,2
194379,I,0,20
202723,I,0,21
194380,I,0,22
202724,I,0,23
194381,I,0,24
202725,I,0,25
194382,I,0,26
202726,I,0,27
194383,I,0,28
202727,I,0,29
202714,I,0,3
194384,I,0,30
202728,I,0,31
194385,I,0,32
202729,I,0,33
194386,I,0,34
202730,I,0,35
194387,I,0,36
202731,I,0,37
194388,I,0,38
202732,I,0,39
194371,I,0,4
194389,I,0,40
202733,I,0,41
194390,I,0,42
202734,I,0,43
194391,I,0,44
202735,I,0,45
194392,I,0,46
202736,I,0,47
194393,I,0,48
202737,I,0,49
202715,I,0,5
194394,I,0,50
202738,I,0,51
194395,I,0,52
202739,I,0,53
194396,I,0,54
202740,I,0,55
194397,I,0,56
202741,I,0,57
194398,I,0,58
202742,I,0,59
194372,I,0,6
194399,I,0,60
202743,I,0,61
194400,I,0,62
202744,I,0,63
194401,I,0,64
202745,I,0,65
194402,I,0,66
202746,I,0,67
194403,I,0,68
202716,I,0,7
194373,I,0,8
202717,I,0,9
194302,I,1,1
194311,I,1,10
194312,I,1,11
194313,I,1,12
194314,I,1,13
194315,I,1,14
194316,I,1,15
194317,I,1,16
194318,I,1,17
194319,I,1,18
194320,I,1,19
194303,I,1,2
194321,I,1,20
194322,I,1,21
194323,I,1,22
194324,I,1,23
194325,I,1,24
194326,I,1,25
194327,I,1,26
194328,I,1,27
194329,I,1,28
194330,I,1,29
194304,I,1,3
194331,I,1,30
194332,I,1,31
194333,I,1,32
194334,I,1,33
194335,I,1,34
194336,I,1,35
194337,I,1,36
194338,I,1,37
194339,I,1,38
194340,I,1,39
194305,I,1,4
194341,I,1,40
194342,I,1,41
194343,I,1,42
194344,I,1,43
194345,I,1,44
194346,I,1,45
194347,I,1,46
194348,I,1,47
194349,I,1,48
194350,I,1,49
194306,I,1,5
194351,I,1,50
194352,I,1,51
194353,I,1,52
194354,I,1,53
194355,I,1,54
194356,I,1,55
194357,I,1,56
194358,I,1,57
194359,I,1,58
194360,I,1,59
194307,I,1,6
194361,I,1,60
194362,I,1,61
194363,I,1,62
194364,I,1,63
194365,I,1,64
194366,I,1,65
194367,I,1,66
194368,I,1,67
194369,I,1,68
194308,I,1,7
194309,I,1,8
194310,I,1,9
278247,I,10,2
278248,I,10,4
278249,I,10,6
278250,I,10,8
278251,I,11,1
278252,I,11,2
278253,I,11,3
278254,I,11,4
278255,I,11,5
278256,I,11,6
278257,I,11,7
278258,I,11,8
279691,I,12,1
282775,I,12,2
279693,I,12,3
282776,I,12,4
279694,I,12,5
279742,I,12,6
279692,I,12,7
279743,I,12,8
282810,I,13,1
282811,I,13,2
282812,I,13,3
282813,I,13,4
282814,I,13,5
282815,I,13,6
282816,I,13,7
282817,I,13,8
282858,I,14,1
282859,I,14,2
282860,I,14,3
282861,I,14,4
282862,I,14,5
282863,I,14,6
282864,I,14,7
282865,I,14,8
282866,I,15,1
282867,I,15,3
282868,I,15,4
282869,I,15,5
282870,I,15,6
282871,I,15,7
282872,I,15,8
282873,I,16,2
282874,I,16,3
282875,I,16,4
282876,I,16,5
282877,I,16,6
282878,I,16,7
282879,I,16,8
282880,I,17,1
282881,I,17,2
282882,I,17,3
282883,I,17,4
282884,I,17,5
282885,I,17,6
282886,I,17,7
282887,I,17,8
282888,I,18,1
282889,I,18,2
282890,I,18,3
282891,I,18,4
282892,I,18,5
282893,I,18,6
282894,I,18,7
282895,I,18,8
282896,I,19,1
282897,I,19,2
282898,I,19,3
282899,I,19,4
282900,I,19,5
282901,I,19,6
282902,I,19,7
282903,I,19,8
194293,I,2,1
194234,I,2,10
194235,I,2,11
194236,I,2,12
194237,I,2,13
194238,I,2,14
194239,I,2,15
194240,I,2,16
194241,I,2,17
194242,I,2,18
194243,I,2,19
194294,I,2,2
194244,I,2,20
194245,I,2,21
194246,I,2,22
194247,I,2,23
194248,I,2,24
194249,I,2,25
194250,I,2,26
194251,I,2,27
194252,I,2,28
194253,I,2,29
194295,I,2,3
194254,I,2,30
194255,I,2,31
194256,I,2,32
194257,I,2,33
194258,I,2,34
194259,I,2,35
194260,I,2,36
194261,I,2,37
194262,I,2,38
194263,I,2,39
194296,I,2,4
194264,I,2,40
194265,I,2,41
194266,I,2,42
194267,I,2,43
194268,I,2,44
194269,I,2,45
194270,I,2,46
194271,I,2,47
194272,I,2,48
194273,I,2,49
194297,I,2,5
194274,I,2,50
194275,I,2,51
194276,I,2,52
194277,I,2,53
194278,I,2,54
194279,I,2,55
194280,I,2,56
194281,I,2,57
194282,I,2,58
194283,I,2,59
194298,I,2,6
194284,I,2,60
194285,I,2,61
194286,I,2,62
194287,I,2,63
194288,I,2,64
194289,I,2,65
194290,I,2,66
194291,I,2,67
194292,I,2,68
194299,I,2,7
194300,I,2,8
194301,I,2,9
282904,I,20,1
282905,I,20,2
282906,I,20,3
282907,I,20,4
282908,I,20,5
282909,I,20,6
282910,I,20,7
282911,I,20,8
283140,I,21,1
283141,I,21,3
283142,I,21,4
283143,I,21,5
283144,I,21,6
283145,I,21,7
283146,I,21,8
283147,I,22,2
283148,I,22,3
283149,I,22,4
283150,I,22,5
283151,I,22,6
283152,I,22,7
283153,I,22,8
283154,I,23,1
283155,I,23,2
283156,I,23,3
283157,I,23,4
283158,I,23,5
283159,I,23,6
283160,I,23,7
283161,I,23,8
283162,I,24,1
283163,I,24,2
283164,I,24,3
283165,I,24,4
283166,I,24,5
283167,I,24,6
283168,I,24,7
